trade_id,trade_date,security_id,trader_id,trade_type,quantity,price,last_modified_ts
100032,2026-05-04,2,1,SELL,2300,1441.91,2026-05-04 16:55:00
100353,2026-05-29,5,4,BUY,500,723.9,2026-05-29 17:13:00
100073,2026-05-07,4,4,BUY,3000,1414.05,2026-05-07 12:45:00
100199,2026-05-18,3,6,BUY,33000,102.46,2026-05-18 12:24:00
100466,2026-06-08,2,1,SELL,2800,979.54,2026-06-08 10:16:00
100050,2026-05-05,5,3,BUY,4600,1195.78,2026-05-05 13:32:00
100557,2026-06-01,1,1,SELL,3600,0.0,2026-06-01 14:55:00
100476,2026-06-09,4,6,BUY,1000,169.45,2026-06-09 15:01:00
100287,2026-05-25,2,1,SELL,2500,2785.7,2026-05-25 15:15:00
100285,2026-05-25,6,4,BUY,4900,1280.15,2026-05-25 17:06:00
100164,2026-05-14,7,2,BUY,43000,102.87,2026-05-14 14:33:00
100486,2026-06-09,2,5,SELL,5000,783.29,2026-06-09 13:29:00
100387,2026-06-02,1,3,SELL,2500,2526.47,2026-06-02 17:57:00
100129,2026-05-13,8,3,SELL,2200,1129.23,2026-05-13 10:54:00
100361,2026-05-29,3,2,SELL,68000,98.8,2026-05-29 12:31:00
100279,2026-05-25,3,5,BUY,53000,101.59,2026-05-25 14:53:00
100307,2026-05-26,8,2,BUY,1800,1852.16,2026-05-26 12:19:00
100377,2026-06-01,7,1,SELL,51000,100.64,2026-06-01 15:43:00
100297,2026-05-26,8,2,BUY,2100,2990.67,2026-05-26 14:10:00
100469,2026-06-08,1,1,BUY,1600,290.24,2026-06-08 14:24:00
100237,2026-05-20,2,3,BUY,4900,638.95,2026-05-20 16:57:00
100065,2026-05-06,4,3,SELL,500,3044.07,2026-05-06 14:39:00
100095,2026-05-08,7,4,BUY,29000,100.92,2026-05-08 12:06:00
100338,2026-05-28,7,4,SELL,106000,95.8,2026-05-28 17:08:00
100313,2026-05-26,1,6,BUY,4100,860.15,2026-05-26 10:26:00
100540,2026-06-12,7,3,SELL,177000,99.86,2026-06-12 16:02:00
100110,2026-05-11,5,1,BUY,1900,843.82,2026-05-11 11:19:00
100076,2026-05-07,1,5,BUY,800,1542.21,2026-05-07 16:42:00
100211,2026-05-19,6,1,SELL,700,892.12,2026-05-19 15:33:00
100492,2026-06-09,2,5,SELL,500,216.49,2026-06-09 10:12:00
100457,2026-06-05,3,4,BUY,14000,100.87,2026-06-05 09:16:00
100256,2026-05-22,8,4,SELL,1200,1663.42,2026-05-22 16:23:00
100485,2026-06-09,2,2,BUY,1100,1521.18,2026-06-09 14:26:00
100244,2026-05-21,2,3,BUY,2000,521.64,2026-05-21 12:26:00
100044,2026-05-05,5,4,BUY,4300,2118.78,2026-05-05 16:20:00
100451,2026-06-05,2,5,SELL,2300,3087.91,2026-06-05 14:50:00
100204,2026-05-19,8,5,SELL,300,822.58,2026-05-19 09:00:00
100101,2026-05-11,7,3,BUY,136000,103.51,2026-05-11 11:31:00
100120,2026-05-12,7,4,SELL,84000,95.33,2026-05-12 13:45:00
100536,2026-06-12,7,2,BUY,162000,97.58,2026-06-12 10:05:00
100498,2026-06-09,7,2,SELL,61000,101.43,2026-06-09 17:15:00
100051,2026-05-05,8,3,BUY,600,2084.57,2026-05-05 13:02:00
100016,2026-05-01,5,6,SELL,3800,1368.17,2026-05-01 12:08:00
100209,2026-05-19,6,5,SELL,3700,1383.49,2026-05-19 15:18:00
100291,2026-05-25,8,5,SELL,1900,1786.91,2026-05-25 10:27:00
100348,2026-05-29,7,5,SELL,188000,99.16,2026-05-29 11:19:00
100033,2026-05-04,1,6,BUY,400,1377.99,2026-05-04 14:51:00
100182,2026-05-15,7,5,BUY,200000,95.64,2026-05-15 16:49:00
100474,2026-06-08,2,5,SELL,100,1275.2,2026-06-08 13:36:00
100468,2026-06-08,3,3,BUY,75000,102.73,2026-06-08 10:14:00
100450,2026-06-05,7,5,SELL,65000,95.87,2026-06-05 10:08:00
100489,2026-06-09,7,5,BUY,183000,97.99,2026-06-09 11:01:00
100519,2026-06-10,7,4,SELL,99000,100.46,2026-06-10 10:53:00
100018,2026-05-01,7,5,BUY,108000,98.82,2026-05-01 16:33:00
100201,2026-05-18,2,1,BUY,1100,2451.03,2026-05-18 09:43:00
100022,2026-05-01,2,6,SELL,4100,1698.37,2026-05-01 12:09:00
100471,2026-06-08,6,2,SELL,4700,1125.8,2026-06-08 10:36:00
100006,2026-05-01,2,4,BUY,2300,2734.86,2026-05-01 13:51:00
100142,2026-05-13,3,4,SELL,98000,98.32,2026-05-13 17:24:00
100289,2026-05-25,8,4,SELL,3200,220.69,2026-05-25 15:32:00
100096,2026-05-08,5,6,BUY,3700,2537.04,2026-05-08 14:34:00
100075,2026-05-07,2,4,BUY,1200,2602.54,2026-05-07 17:29:00
100462,2026-06-05,7,6,BUY,24000,97.44,2026-06-05 15:07:00
100166,2026-05-14,6,1,SELL,500,579.31,2026-05-14 12:55:00
100508,2026-06-10,3,3,BUY,92000,95.6,2026-06-10 11:37:00
100516,2026-06-10,3,6,BUY,191000,101.7,2026-06-10 14:28:00
100342,2026-05-28,2,1,SELL,4000,2486.46,2026-05-28 09:15:00
100459,2026-06-05,7,4,SELL,31000,101.41,2026-06-05 17:39:00
100417,2026-06-03,2,6,BUY,2100,509.48,2026-06-03 13:07:00
100404,2026-06-02,4,4,SELL,2600,1562.34,2026-06-02 17:09:00
100122,2026-05-12,4,4,BUY,3500,835.67,2026-05-12 11:58:00
100179,2026-05-15,3,5,BUY,80000,103.58,2026-05-15 11:08:00
100355,2026-05-29,4,6,BUY,4800,3198.69,2026-05-29 16:58:00
100527,2026-06-11,8,2,BUY,200,781.21,2026-06-11 13:05:00
100217,2026-05-19,8,4,SELL,1800,1953.83,2026-05-19 14:32:00
100270,2026-05-22,5,2,BUY,2400,1701.71,2026-05-22 10:12:00
100278,2026-05-25,3,6,SELL,167000,100.33,2026-05-25 17:41:00
100454,2026-06-05,4,6,SELL,1900,2120.82,2026-06-05 12:31:00
100412,2026-06-03,7,4,BUY,190000,97.15,2026-06-03 13:48:00
100543,2026-06-12,6,1,SELL,2000,1098.4,2026-06-12 16:54:00
100548,2026-06-12,3,5,BUY,54000,96.93,2026-06-12 12:53:00
100481,2026-06-09,6,4,BUY,3800,441.51,2026-06-09 11:40:00
100314,2026-05-26,6,6,SELL,700,2227.64,2026-05-26 11:00:00
100001,2026-05-01,2,1,SELL,1600,830.79,2026-05-01 10:43:00
100218,2026-05-19,2,3,SELL,2900,264.7,2026-05-19 14:53:00
100370,2026-06-01,5,3,SELL,2600,391.01,2026-06-01 15:29:00
100386,2026-06-01,1,1,SELL,3600,433.85,2026-06-01 14:55:00
100473,2026-06-08,7,1,SELL,82000,102.74,2026-06-08 13:20:00
100464,2026-06-08,3,6,BUY,51000,99.96,2026-06-08 14:33:00
100542,2026-06-12,7,3,BUY,22000,102.46,2026-06-12 13:57:00
100280,2026-05-25,1,1,BUY,300,3043.07,2026-05-25 13:41:00
100163,2026-05-14,6,6,BUY,600,2924.36,2026-05-14 14:47:00
100410,2026-06-03,3,3,SELL,128000,97.32,2026-06-03 15:40:00
100396,2026-06-02,2,5,BUY,3800,3191.66,2026-06-02 11:43:00
100453,2026-06-05,5,6,BUY,4300,2821.27,2026-06-05 12:33:00
100418,2026-06-03,3,3,BUY,140000,98.88,2026-06-03 11:36:00
100023,2026-05-04,3,5,BUY,163000,98.24,2026-05-04 09:07:00
100259,2026-05-22,8,5,SELL,1100,2253.78,2026-05-22 14:28:00
100147,2026-05-13,3,4,BUY,29000,99.69,2026-05-13 13:21:00
100114,2026-05-11,1,3,SELL,800,2657.45,2026-05-11 15:31:00
100118,2026-05-12,1,5,BUY,4900,783.75,2026-05-12 12:16:00
100288,2026-05-25,3,3,SELL,58000,102.63,2026-05-25 16:32:00
100330,2026-05-27,8,5,SELL,500,2947.6,2026-05-27 10:03:00
100366,2026-06-01,3,1,BUY,139000,99.56,2026-06-01 09:39:00
100389,2026-06-02,5,3,SELL,1000,342.96,2026-06-02 15:17:00
100189,2026-05-15,6,4,SELL,2700,2375.32,2026-05-15 14:27:00
100136,2026-05-13,3,3,BUY,151000,99.08,2026-05-13 12:53:00
100213,2026-05-19,3,1,BUY,145000,100.1,2026-05-19 14:22:00
100202,2026-05-18,2,3,SELL,4300,1443.25,2026-05-18 16:26:00
100013,2026-05-01,6,1,BUY,300,2605.39,2026-05-01 15:17:00
100072,2026-05-06,4,6,SELL,1500,2610.02,2026-05-06 11:01:00
100426,2026-06-04,1,6,SELL,3500,816.55,2026-06-04 15:06:00
100491,2026-06-09,1,1,BUY,900,754.31,2026-06-09 15:23:00
100316,2026-05-27,1,1,BUY,3500,2402.99,2026-05-27 09:58:00
100126,2026-05-12,6,5,SELL,200,428.55,2026-05-12 09:48:00
100371,2026-06-01,4,6,BUY,2000,2236.33,2026-06-01 10:41:00
100043,2026-05-05,2,4,SELL,1700,772.99,2026-05-05 14:15:00
100127,2026-05-12,5,5,BUY,4900,2456.62,2026-05-12 16:33:00
100309,2026-05-26,6,5,SELL,1900,521.72,2026-05-26 17:24:00
100350,2026-05-29,3,4,BUY,153000,99.13,2026-05-29 15:35:00
100041,2026-05-05,3,1,BUY,57000,95.69,2026-05-05 10:43:00
100531,2026-06-11,1,2,BUY,600,2187.83,2026-06-11 17:26:00
100421,2026-06-03,1,3,BUY,3200,566.43,2026-06-03 15:35:00
100014,2026-05-01,2,2,SELL,1400,2149.09,2026-05-01 15:56:00
100495,2026-06-09,7,2,SELL,64000,104.08,2026-06-09 13:17:00
100143,2026-05-13,8,3,BUY,4500,878.36,2026-05-13 15:14:00
100500,2026-06-10,6,4,SELL,1200,229.49,2026-06-10 12:01:00
100099,2026-05-11,5,5,SELL,3000,1478.5,2026-05-11 13:20:00
100427,2026-06-04,4,3,BUY,2900,951.59,2026-06-04 10:28:00
100437,2026-06-04,8,6,SELL,500,2576.82,2026-06-04 15:13:00
100203,2026-05-18,5,2,BUY,2300,1461.24,2026-05-18 13:43:00
100089,2026-05-08,7,3,BUY,130000,95.19,2026-05-08 17:03:00
100233,2026-05-20,5,6,SELL,1500,1778.73,2026-05-20 13:51:00
100395,2026-06-02,4,3,SELL,1800,2640.31,2026-06-02 15:23:00
100236,2026-05-20,5,1,SELL,2400,1841.35,2026-05-20 10:45:00
100310,2026-05-26,7,3,BUY,84000,95.42,2026-05-26 10:22:00
100178,2026-05-15,4,1,BUY,3800,808.65,2026-05-15 12:21:00
100358,2026-05-29,6,5,SELL,3000,450.76,2026-05-29 16:48:00
100159,2026-05-14,7,3,BUY,154000,103.65,2026-05-14 09:58:00
100180,2026-05-15,5,2,BUY,4300,2792.67,2026-05-15 11:00:00
100537,2026-06-12,7,5,SELL,151000,98.26,2026-06-12 13:33:00
100541,2026-06-12,3,3,SELL,46000,101.18,2026-06-12 15:02:00
100133,2026-05-13,1,2,SELL,4000,2457.15,2026-05-13 16:48:00
100380,2026-06-01,7,3,BUY,172000,97.73,2026-06-01 16:31:00
100172,2026-05-15,2,1,BUY,3500,563.78,2026-05-15 16:23:00
100260,2026-05-22,1,6,SELL,4000,3194.36,2026-05-22 13:40:00
100329,2026-05-27,8,5,BUY,4900,904.77,2026-05-27 10:33:00
100526,2026-06-11,8,2,BUY,2400,161.64,2026-06-11 10:18:00
100148,2026-05-13,7,6,BUY,94000,103.52,2026-05-13 17:24:00
100425,2026-06-04,2,5,BUY,1800,2514.09,2026-06-04 14:34:00
100411,2026-06-03,3,2,SELL,111000,95.29,2026-06-03 12:28:00
100322,2026-05-27,6,3,BUY,1200,2013.41,2026-05-27 15:52:00
100249,2026-05-21,1,3,BUY,2300,885.43,2026-05-21 10:49:00
100181,2026-05-15,6,2,SELL,200,681.45,2026-05-15 09:08:00
100004,2026-05-01,4,4,SELL,100,2464.36,2026-05-01 11:44:00
100081,2026-05-07,7,6,BUY,190000,97.14,2026-05-07 15:26:00
100168,2026-05-14,2,4,SELL,4400,2434.49,2026-05-14 13:37:00
100413,2026-06-03,2,5,BUY,3500,720.23,2026-06-03 14:12:00
100017,2026-05-01,8,1,BUY,800,616.17,2026-05-01 11:50:00
100379,2026-06-01,6,1,BUY,2800,858.04,2026-06-01 10:21:00
100248,2026-05-21,1,4,SELL,300,2088.8,2026-05-21 14:16:00
100422,2026-06-04,8,4,SELL,2700,2315.93,2026-06-04 16:31:00
100357,2026-05-29,5,4,SELL,3500,2128.6,2026-05-29 13:16:00
100029,2026-05-04,4,1,BUY,4600,2074.86,2026-05-04 12:04:00
100125,2026-05-12,8,4,BUY,3900,271.58,2026-05-12 15:47:00
100252,2026-05-22,8,1,SELL,1300,283.61,2026-05-22 12:56:00
100406,2026-06-03,3,3,SELL,97000,99.55,2026-06-03 12:33:00
100515,2026-06-10,8,2,SELL,4800,387.31,2026-06-10 14:20:00
100187,2026-05-15,6,4,SELL,3000,1691.93,2026-05-15 15:06:00
100372,2026-06-01,1,1,SELL,2500,1300.37,2026-06-01 16:03:00
100226,2026-05-20,3,3,SELL,177000,101.98,2026-05-20 15:08:00
100271,2026-05-22,3,2,SELL,16000,98.61,2026-05-22 14:29:00
100221,2026-05-19,1,4,BUY,2200,3146.28,2026-05-19 10:32:00
100428,2026-06-04,2,2,BUY,4800,1943.17,2026-06-04 14:55:00
100246,2026-05-21,4,6,BUY,1900,1459.18,2026-05-21 14:15:00
100518,2026-06-10,2,6,BUY,400,1327.11,2026-06-10 15:10:00
100200,2026-05-18,7,4,SELL,50000,98.7,2026-05-18 14:49:00
100424,2026-06-04,5,2,SELL,3700,2414.68,2026-06-04 16:35:00
100408,2026-06-03,2,3,BUY,4600,501.01,2026-06-03 14:41:00
100525,2026-06-11,5,6,SELL,2000,874.52,2026-06-11 09:25:00
100113,2026-05-11,1,5,SELL,3100,1610.08,2026-05-11 14:11:00
100174,2026-05-15,7,3,BUY,186000,98.71,2026-05-15 16:28:00
100146,2026-05-13,2,4,BUY,3400,2926.85,2026-05-13 09:46:00
100420,2026-06-03,3,4,SELL,45000,96.87,2026-06-03 16:39:00
100124,2026-05-12,5,4,BUY,3000,2250.47,2026-05-12 15:17:00
100304,2026-05-26,8,6,BUY,4600,571.15,2026-05-26 12:35:00
100539,2026-06-12,2,1,BUY,1900,2795.8,2026-06-12 14:56:00
100463,2026-06-05,8,5,BUY,2000,2181.54,2026-06-05 11:07:00
100554,2026-06-12,4,6,BUY,4400,780.53,2026-06-12 15:32:00
100449,2026-06-05,3,4,SELL,194000,97.13,2026-06-05 11:58:00
100031,2026-05-04,3,6,SELL,72000,102.85,2026-05-04 15:12:00
100382,2026-06-01,5,2,BUY,600,967.31,2026-06-01 15:45:00
100058,2026-05-05,7,1,BUY,198000,104.24,2026-05-05 15:51:00
100558,2026-06-08,6,2,SELL,-4700,1125.8,2026-06-08 10:36:00
100343,2026-05-28,4,1,BUY,3900,252.41,2026-05-28 09:15:00
100506,2026-06-10,5,2,SELL,300,425.28,2026-06-10 12:38:00
100198,2026-05-18,6,3,BUY,1200,2803.08,2026-05-18 15:04:00
100140,2026-05-13,3,1,SELL,116000,98.4,2026-05-13 17:17:00
100295,2026-05-25,6,5,SELL,4900,590.02,2026-05-25 17:25:00
100205,2026-05-19,4,3,BUY,5000,568.57,2026-05-19 13:18:00
100206,2026-05-19,6,1,BUY,3200,2428.39,2026-05-19 11:08:00
100369,2026-06-01,7,2,BUY,34000,100.24,2026-06-01 12:12:00
100094,2026-05-08,3,3,BUY,158000,95.26,2026-05-08 13:36:00
100393,2026-06-02,3,3,SELL,164000,104.47,2026-06-02 12:30:00
100511,2026-06-10,7,6,SELL,176000,98.17,2026-06-10 17:44:00
100048,2026-05-05,5,5,BUY,4300,2642.17,2026-05-05 13:59:00
100138,2026-05-13,5,5,SELL,2700,2695.91,2026-05-13 16:15:00
100225,2026-05-19,7,3,SELL,195000,103.52,2026-05-19 11:21:00
100337,2026-05-28,5,4,BUY,5000,563.06,2026-05-28 15:23:00
100169,2026-05-14,7,6,SELL,37000,101.75,2026-05-14 16:01:00
100088,2026-05-08,4,4,SELL,2200,2471.75,2026-05-08 15:17:00
100360,2026-05-29,3,1,SELL,151000,104.35,2026-05-29 15:18:00
100010,2026-05-01,8,6,SELL,1100,1279.05,2026-05-01 12:42:00
100405,2026-06-03,1,4,BUY,1900,1418.73,2026-06-03 10:07:00
100049,2026-05-05,2,2,SELL,800,2863.62,2026-05-05 17:09:00
100416,2026-06-03,6,4,BUY,4400,2303.26,2026-06-03 13:58:00
100219,2026-05-19,5,1,BUY,4000,1961.94,2026-05-19 15:29:00
100461,2026-06-05,3,5,SELL,110000,100.86,2026-06-05 10:19:00
100185,2026-05-15,2,4,SELL,500,2892.76,2026-05-15 14:38:00
100447,2026-06-05,7,1,BUY,36000,98.13,2026-06-05 13:08:00
100470,2026-06-08,3,2,BUY,151000,103.03,2026-06-08 15:14:00
100090,2026-05-08,6,2,BUY,5000,3069.72,2026-05-08 09:48:00
100499,2026-06-09,1,4,SELL,3100,1810.78,2026-06-09 16:22:00
100026,2026-05-04,5,5,SELL,1400,2983.19,2026-05-04 12:45:00
100507,2026-06-10,4,1,SELL,100,1161.79,2026-06-10 12:51:00
100136,2026-05-13,3,3,BUY,151000,99.08,2026-05-13 12:53:00
100331,2026-05-27,4,5,BUY,1100,1150.76,2026-05-27 17:28:00
100402,2026-06-02,1,5,SELL,4900,1161.37,2026-06-02 15:06:00
100119,2026-05-12,2,2,BUY,1200,1833.58,2026-05-12 11:00:00
100522,2026-06-11,2,5,BUY,2200,1961.79,2026-06-11 16:45:00
100341,2026-05-28,7,2,BUY,127000,98.46,2026-05-28 13:12:00
100039,2026-05-04,7,6,SELL,49000,96.9,2026-05-04 12:03:00
100332,2026-05-28,4,6,SELL,600,2891.61,2026-05-28 16:51:00
100047,2026-05-05,4,3,SELL,1100,1486.46,2026-05-05 17:45:00
100077,2026-05-07,6,4,SELL,3600,1510.04,2026-05-07 11:47:00
100253,2026-05-22,1,3,SELL,3300,1364.58,2026-05-22 17:30:00
100294,2026-05-25,5,5,BUY,900,3124.0,2026-05-25 15:23:00
100057,2026-05-05,7,5,BUY,70000,103.65,2026-05-05 11:56:00
100502,2026-06-10,2,2,BUY,1800,1777.75,2026-06-10 09:48:00
100007,2026-05-01,1,6,SELL,3500,530.72,2026-05-01 15:05:00
100002,2026-05-01,2,5,SELL,300,240.88,2026-05-01 12:14:00
100121,2026-05-12,5,6,SELL,500,2246.52,2026-05-12 13:50:00
100170,2026-05-14,6,5,BUY,4200,342.81,2026-05-14 16:58:00
100547,2026-06-12,1,5,BUY,500,1098.93,2026-06-12 17:25:00
100107,2026-05-11,6,6,SELL,1800,1085.2,2026-05-11 12:07:00
100326,2026-05-27,6,6,BUY,400,2186.75,2026-05-27 16:19:00
100351,2026-05-29,3,4,BUY,75000,97.03,2026-05-29 10:59:00
100021,2026-05-01,1,6,SELL,3300,2473.98,2026-05-01 17:58:00
100083,2026-05-07,1,5,SELL,3100,167.98,2026-05-07 14:19:00
100152,2026-05-14,6,3,SELL,1000,894.8,2026-05-14 15:36:00
100477,2026-06-09,4,5,SELL,4100,2710.7,2026-06-09 09:21:00
100523,2026-06-11,1,4,BUY,3900,2863.75,2026-06-11 11:03:00
100104,2026-05-11,4,6,SELL,4200,2321.12,2026-05-11 16:50:00
100552,2026-06-12,8,5,SELL,2300,648.72,2026-06-12 13:47:00
100135,2026-05-13,8,1,BUY,4100,2007.06,2026-05-13 12:45:00
100513,2026-06-10,3,6,BUY,189000,104.49,2026-06-10 15:54:00
100312,2026-05-26,5,5,SELL,900,483.14,2026-05-26 12:15:00
100102,2026-05-11,4,3,SELL,2200,1002.96,2026-05-11 13:35:00
100255,2026-05-22,6,3,BUY,2400,1482.7,2026-05-22 15:47:00
100055,2026-05-05,3,1,SELL,103000,103.99,2026-05-05 09:57:00
100546,2026-06-12,4,4,SELL,4900,1725.33,2026-06-12 14:52:00
100145,2026-05-13,3,4,BUY,42000,100.02,2026-05-13 14:55:00
100505,2026-06-10,6,5,BUY,3700,3042.52,2026-06-10 16:34:00
100317,2026-05-27,3,4,BUY,19000,104.97,2026-05-27 15:50:00
100262,2026-05-22,3,5,SELL,18000,96.26,2026-05-22 12:49:00
100054,2026-05-05,3,5,BUY,104000,100.83,2026-05-05 11:27:00
100215,2026-05-19,3,6,BUY,55000,104.51,2026-05-19 16:29:00
100480,2026-06-09,5,1,BUY,1500,2886.73,2026-06-09 17:26:00
100311,2026-05-26,8,6,SELL,4800,1611.19,2026-05-26 12:52:00
100319,2026-05-27,6,3,SELL,4200,1807.07,2026-05-27 16:56:00
100139,2026-05-13,8,5,BUY,2500,731.36,2026-05-13 17:47:00
100490,2026-06-09,7,4,BUY,34000,99.62,2026-06-09 11:07:00
100512,2026-06-10,6,2,BUY,2500,1085.81,2026-06-10 13:08:00
100052,2026-05-05,1,3,BUY,4100,3138.38,2026-05-05 11:47:00
100362,2026-05-29,6,3,SELL,4700,2107.17,2026-05-29 16:29:00
100216,2026-05-19,8,6,SELL,4100,1114.22,2026-05-19 16:04:00
100155,2026-05-14,5,6,BUY,3000,2898.69,2026-05-14 17:10:00
100005,2026-05-01,7,3,SELL,49000,97.15,2026-05-01 14:06:00
100323,2026-05-27,7,5,SELL,32000,99.01,2026-05-27 10:11:00
100106,2026-05-11,6,4,SELL,2800,3189.73,2026-05-11 17:21:00
100079,2026-05-07,8,6,BUY,1800,1491.61,2026-05-07 13:15:00
100243,2026-05-21,5,2,BUY,3600,3017.69,2026-05-21 17:27:00
100130,2026-05-13,3,3,SELL,187000,99.95,2026-05-13 15:52:00
100281,2026-05-25,4,5,SELL,4000,2098.92,2026-05-25 16:56:00
100430,2026-06-04,6,5,SELL,3900,1793.24,2026-06-04 14:45:00
100559,2026-06-09,1,6,SELL,-4800,2368.01,2026-06-09 10:13:00
100517,2026-06-10,1,3,BUY,1600,2264.19,2026-06-10 14:16:00
100214,2026-05-19,3,2,BUY,47000,97.56,2026-05-19 11:38:00
100060,2026-05-05,8,2,BUY,3000,1216.46,2026-05-05 12:14:00
100354,2026-05-29,8,2,SELL,2000,3068.91,2026-05-29 09:13:00
100363,2026-05-29,3,6,SELL,53000,96.4,2026-05-29 17:31:00
100011,2026-05-01,5,6,BUY,3900,2086.68,2026-05-01 17:46:00
100335,2026-05-28,1,6,BUY,3800,372.74,2026-05-28 15:22:00
100056,2026-05-05,6,2,BUY,4300,463.52,2026-05-05 17:56:00
100339,2026-05-28,6,1,BUY,3500,1348.83,2026-05-28 11:46:00
100383,2026-06-01,3,6,SELL,91000,98.61,2026-06-01 10:00:00
